cricsheet_match_id,source_url,source_title,legacy_sequence,coding_standard,reaudit_status,original_pitch_primary_category,original_batting_ease,original_pace_seam_support,original_spin_support,original_bounce_profile,original_two_paced_expected,original_dew_expected,reaudited_pitch_primary_category,reaudited_batting_ease,reaudited_pace_seam_support,reaudited_spin_support,reaudited_bounce_profile,reaudited_two_paced_expected,reaudited_dew_expected,reviewed_at_utc,reviewer_id,effect_evidence_note,review_note
1377766,https://www.business-standard.com/cricket/news/zimbabwe-vs-oman-cwc-qualifier-preview-red-hot-zimbabwe-face-oman-in-super-six-opener-123062800882_1.html,CWC Qualifier preview: Red-hot Zimbabwe face Oman in super six opener,205,legacy_pre_explicit_source_only,passed_unchanged,spin,0,,2,,,,spin,0,,2,,,,2026-09-13T15:56:49Z,ai_assisted_reaudit_01,"Source calls the Queens Sports Club track turning, says it is helping spinners, and warns the chase against that effect.",Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1377765,https://www.business-standard.com/cricket/news/cwc-qualifier-day-10-preview-sl-sco-fight-for-four-wins-ire-for-first-123062600802_1.html,"CWC Qualifier Day 10 preview: SL, SCO fight for four wins; IRE for first",206,legacy_pre_explicit_source_only,passed_revised,spin,1,,2,,,,spin,,,2,,,,2026-09-13T15:56:49Z,ai_assisted_reaudit_01,Source says the Bulawayo Athletic Club wicket supports spin as it dries; no separate batting-ease or pace effect is stated.,Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1377764,https://www.business-standard.com/cricket/news/cwc-qualifier-day-10-preview-sl-sco-fight-for-four-wins-ire-for-first-123062600802_1.html,"CWC Qualifier Day 10 preview: SL, SCO fight for four wins; IRE for first",207,legacy_pre_explicit_source_only,passed_revised,spin,0,1,2,,,1,spin,,1,2,,,1,2026-09-13T15:56:49Z,ai_assisted_reaudit_01,"Source says the worn Queens Sports Club wicket helps spin, while early breeze and pitch dew give faster bowlers some swing.",Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1377762,https://www.business-standard.com/cricket/news/cwc-qualifier-day-9-preview-zimbabwe-eye-streak-windies-win-against-ned-123062600046_1.html,"CWC Qualifier Day 9 preview: Zimbabwe eye streak, Windies win against NED",208,legacy_pre_explicit_source_only,passed_unchanged,batting_friendly,2,,,,,,batting_friendly,2,,,,,,2026-09-13T15:56:49Z,ai_assisted_reaudit_01,Source says Harare has improved each game and that run-scoring should not be a problem absent rash shots.,Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1377761,https://www.business-standard.com/cricket/news/cwc-qualifier-day-8-preview-ireland-fight-for-survival-oman-face-scotland-123062500125_1.html,"CWC Qualifier Day 8 preview: Ireland fight for survival, Oman face Scotland",209,legacy_pre_explicit_source_only,passed_unchanged,balanced,1,,,,,,balanced,1,,,,,,2026-09-13T15:56:49Z,ai_assisted_reaudit_01,Source says Bulawayo Athletic Club has something for both batters and bowlers without naming a bowling modality.,Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1377760,https://www.business-standard.com/cricket/news/cwc-qualifier-day-8-preview-ireland-fight-for-survival-oman-face-scotland-123062500125_1.html,"CWC Qualifier Day 8 preview: Ireland fight for survival, Oman face Scotland",210,legacy_pre_explicit_source_only,passed_unchanged,spin,0,,2,,,,spin,0,,2,,,,2026-09-13T15:56:49Z,ai_assisted_reaudit_01,Source says Bulawayo batting has become difficult and explicitly expects spinners to be more successful.,Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1377753,https://www.business-standard.com/cricket/news/cwc-qualifier-day-4-preview-ireland-seek-recovery-oman-second-victory-123062000642_1.html,"CWC Qualifier Day 4 preview: Ireland seek recovery, Oman second victory",211,legacy_pre_explicit_source_only,passed_revised,balanced,1,,1,standard,,,balanced,,,1,standard,,,2026-09-13T15:56:49Z,ai_assisted_reaudit_01,Source calls the Bulawayo Athletic Club wicket quality and true and says it should suit both teams’ spin resources.,Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1377752,https://www.business-standard.com/cricket/news/cwc-qualifier-day-4-preview-ireland-seek-recovery-oman-second-victory-123062000642_1.html,"CWC Qualifier Day 4 preview: Ireland seek recovery, Oman second victory",212,legacy_pre_explicit_source_only,passed_unchanged,batting_friendly,2,,,,,,batting_friendly,2,,,,,,2026-09-13T15:56:49Z,ai_assisted_reaudit_01,Source says Queens Sports Club has become as good as any other batting-friendly venue.,Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1377751,https://www.business-standard.com/cricket/news/cwc-qualifier-day-3-preview-depleted-dutch-face-zimbabwe-nepal-take-on-us-123062000128_1.html,"CWC Qualifier Day 3 preview: Depleted Dutch face Zimbabwe, Nepal take on US",213,legacy_pre_explicit_source_only,passed_unchanged,batting_friendly,2,,,,,,batting_friendly,2,,,,,,2026-09-13T15:56:49Z,ai_assisted_reaudit_01,"Source expects quick runs from Takashinga’s flat, dry wicket; no bowling effect is stated.",Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1377750,https://www.business-standard.com/cricket/news/cwc-qualifier-day-3-preview-depleted-dutch-face-zimbabwe-nepal-take-on-us-123062000128_1.html,"CWC Qualifier Day 3 preview: Depleted Dutch face Zimbabwe, Nepal take on US",214,legacy_pre_explicit_source_only,passed_unchanged,batting_friendly,2,0,0,,,,batting_friendly,2,0,0,,,,2026-09-13T15:56:49Z,ai_assisted_reaudit_01,Source calls Harare a road with no help for bowlers and no batting difficulty.,Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1377749,https://www.business-standard.com/cricket/news/cwc-qualifier-day-2-preview-sri-lanka-take-on-uae-oman-challenge-ireland-123061900043_1.html,"CWC Qualifier Day 2 preview: Sri Lanka take on UAE, Oman challenge Ireland",215,legacy_pre_explicit_source_only,passed_unchanged,batting_friendly,2,,,,,,batting_friendly,2,,,,,,2026-09-13T15:56:49Z,ai_assisted_reaudit_01,"Source calls Bulawayo Athletic Club a batting paradise after 1,213 warm-up runs and urges batters to exploit it.",Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1377748,https://www.business-standard.com/cricket/news/cwc-qualifier-day-2-preview-sri-lanka-take-on-uae-oman-challenge-ireland-123061900043_1.html,"CWC Qualifier Day 2 preview: Sri Lanka take on UAE, Oman challenge Ireland",216,legacy_pre_explicit_source_only,passed_unchanged,spin,0,,2,,,,spin,0,,2,,,,2026-09-13T15:56:49Z,ai_assisted_reaudit_01,Source calls Queens Sports Club the toughest warm-up ground and explicitly says the pitch assists spinners.,Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1377747,https://www.business-standard.com/cricket/news/cwc-qualifier-day-1-preview-hosts-zimbabwe-take-on-nepal-windies-face-us-123061800238_1.html,"CWC Qualifier Day 1 preview: Hosts Zimbabwe take on Nepal, Windies face US",217,legacy_pre_explicit_source_only,passed_unchanged,batting_friendly,2,1,,,,,batting_friendly,2,1,,,,,2026-09-13T15:56:49Z,ai_assisted_reaudit_01,Source says Takashinga produced plentiful quick runs in friendly conditions while offering expected early swing.,Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1377746,https://www.business-standard.com/cricket/news/cwc-qualifier-day-1-preview-hosts-zimbabwe-take-on-nepal-windies-face-us-123061800238_1.html,"CWC Qualifier Day 1 preview: Hosts Zimbabwe take on Nepal, Windies face US",218,legacy_pre_explicit_source_only,passed_unchanged,batting_friendly,2,,0,,,,batting_friendly,2,,0,,,,2026-09-13T15:56:49Z,ai_assisted_reaudit_01,Source says Harare makes run-scoring easy and that two new balls leave hardly any chance for its old-ball turn.,Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1364125,https://www.thedailystar.net/sports/cricket/news/pacers-enjoying-conditions-rain-threat-looms-3317701,"Pacers enjoying conditions, but rain threat looms",219,legacy_pre_explicit_source_only,passed_unchanged,pace_seam,0,2,,steep,,,pace_seam,0,2,,steep,,,2026-09-13T15:56:49Z,ai_assisted_reaudit_01,"Source says Chelmsford conditions move the new ball, provide extra bounce, and may make top-order batting difficult.",Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1339621,https://www.dawn.com/news/1750561,All eyes on in-form Fakhar as Pakistan look to seal ODI series,220,legacy_pre_explicit_source_only,passed_revised,unknown,1,,0,low,,,unknown,,,0,low,,,2026-09-13T15:56:49Z,ai_assisted_reaudit_01,Source expects less spin assistance than in winter and describes the focal Karachi wicket as visually low; batting ease is unstated.,Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1339620,https://www.dawn.com/news/1749860,"After landmark 500th win, Pakistan look for more in second New Zealand ODI",221,legacy_pre_explicit_source_only,passed_revised,balanced,1,1,,low,,,pace_seam,,1,,low,,,2026-09-13T15:56:49Z,ai_assisted_reaudit_01,Pre-match discussion identifies reverse swing and lower wickets as the relevant Rawalpindi conditions; batting ease and spin support are not stated.,Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1339607,https://supersport.com/cricket/general/news/3824ae91-4d78-49ee-bfb1-509d3c983e2e/de-kock-and-proteas-ready-for-crucial-dutch-task,De Kock and Proteas ready for crucial Dutch task,222,legacy_pre_explicit_source_only,source_unavailable,batting_friendly,2,,,,,,,,,,,,,2026-09-13T15:56:49Z,ai_assisted_reaudit_01,"SuperSport page exposed only a loading shell on re-audit, so no source text was available for compliant coding.",Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1362379,https://thesportsrush.com/cricket-news-harare-sports-club-pitch-report-zim-vs-ned-1st-odi-pitch-report-of-harare-stadium/,Harare Sports Club pitch report: ZIM vs NED 1st ODI pitch report of Harare Stadium,223,legacy_pre_explicit_source_only,passed_unchanged,balanced,1,1,0,,1,,balanced,1,1,0,,1,,2026-09-13T15:56:49Z,ai_assisted_reaudit_01,"Source says Harare slows later without significant turn, helps pacers with the new ball, and remains a bat-leaning contest overall.",Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1339603,https://www.sportsunfold.com/senwes-park-potchefstroom-pitch-report-batting-and-bowling-south-africa-vs-west-indies-3rd-odi-preview-20-3-23-rsa-vs-wi-3rd-odi-west-indies-tour-of-south-africa-2023-live-cricket-s/,"Senwes Park, Potchefstroom Pitch Report: Batting And Bowling South Africa vs West Indies, 3rd ODI Preview",224,legacy_pre_explicit_source_only,passed_unchanged,batting_friendly,2,1,1,standard,,1,batting_friendly,2,1,1,standard,,1,2026-09-13T15:56:49Z,ai_assisted_reaudit_01,"Source calls Senwes Park batting-friendly with firm, reliable pace and bounce, later turn, early fast-bowler value, and expected dew.",Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1355717,https://www.sportsunfold.com/sylhet-international-cricket-stadium-sylhet-pitch-report-batting-and-bowling-bangladesh-vs-ireland-1st-odi-preview-18-3-23-ind-vs-ban-vs-ire-1st-odi-ireland-tour-of-bangladesh-2023/,"Sylhet International Cricket Stadium, Sylhet Pitch Report: Bangladesh vs Ireland, 1st ODI Preview",225,legacy_pre_explicit_source_only,passed_unchanged,batting_friendly,2,,,,,,batting_friendly,2,,,,,,2026-09-13T15:56:49Z,ai_assisted_reaudit_01,"Source calls Sylhet a good batting surface, cites its high scoring, and expects another major batting innings.",Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1351399,https://sportstime247.com/zahur-ahmed-chowdhury-stadium-chattogram-pitch-report-for-ban-vs-eng-odi-records/,Zahur Ahmed Chowdhury Stadium Chattogram Pitch Report for BAN vs ENG ODI and Records,226,legacy_pre_explicit_source_only,passed_unchanged,batting_friendly,2,,1,,,,batting_friendly,2,,1,,,,2026-09-13T15:57:36Z,ai_assisted_reaudit_01,Source forecasts a great fresh wicket for batting with later assistance for spinners and possible similar batting fireworks.,Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1351397,https://www.dhakatribune.com/sport/cricket/305852/bangladesh-out-to-maintain-home-supremacy-against,Bangladesh out to maintain home supremacy against world champions,227,legacy_pre_explicit_source_only,source_unavailable,spin,1,,2,low,1,,,,,,,,,2026-09-13T15:57:36Z,ai_assisted_reaudit_01,"Dhaka Tribune source returned HTTP 403 on re-audit, so no source text was available for compliant coding.",Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1339597,https://thesportsrush.com/cricket-news-diamond-oval-kimberley-pitch-report-sa-vs-eng-3rd-odi-pitch-report-batting-or-bowling/,Diamond Oval Kimberley pitch report: SA vs ENG 3rd ODI pitch report batting or bowling,228,legacy_pre_explicit_source_only,passed_unchanged,pace_seam,1,1,,,,,pace_seam,1,1,,,,,2026-09-13T15:57:36Z,ai_assisted_reaudit_01,Source expects new-ball help for fast bowlers followed by easier batting once the ball gets old.,Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1339596,https://thesportsrush.com/cricket-news-sa-vs-eng-2nd-odi-pitch-report-today-match-mangaung-oval-bloemfontein-pitch-report-batting-or-bowling-for-odi/,SA vs ENG 2nd ODI pitch report today match: Mangaung Oval Bloemfontein pitch report batting or bowling for ODI,,explicit_source_only_v1,current_standard,balanced,1,1,,,,,balanced,1,1,,,,,2026-09-13T08:06:16Z,ai_assisted_primary_01,"The adjacent Mangaung surface was expected to stay tacky with spongy bounce, favoring new-ball batting before pace variations became effective.",Initially coded under explicit_source_only_v1.
1339595,https://thesportsrush.com/cricket-news-mangaung-oval-pitch-report-mangaung-oval-bloemfontein-pitch-report-of-sa-vs-eng-1st-odi/,Mangaung Oval pitch report: Mangaung Oval Bloemfontein pitch report of SA vs ENG 1st ODI,,explicit_source_only_v1,current_standard,balanced,1,1,1,standard,,,balanced,1,1,1,standard,,,2026-09-13T08:06:16Z,ai_assisted_primary_01,"Expected even bounce and generally good batting, with new-ball swing for pace and some later spin assistance.",Initially coded under explicit_source_only_v1.
1348648,https://www.mykhel.com/cricket/india-vs-new-zealand-3rd-odi-indore-holkar-cricket-stadium-pitch-report-weather-forecast-record-206937.html,"India Vs New Zealand 3rd ODI: Indore Holkar Cricket Stadium Pitch Report, Weather Forecast, Stats & Record",,explicit_source_only_v1,current_standard,batting_friendly,2,,,standard,,,batting_friendly,2,,,standard,,,2026-09-13T08:06:16Z,ai_assisted_primary_01,Even bounce and short boundaries favored batting; pace had some prior success but bowlers were expected to work to contain scoring.,Initially coded under explicit_source_only_v1.
1348647,https://www.mykhel.com/cricket/india-vs-new-zealand-2nd-odi-raipur-svns-international-stadium-pitch-report-and-weather-forecast-206770.html,India Vs New Zealand 2nd ODI: Raipur SVNS International Stadium Pitch Report and Weather Forecast,,explicit_source_only_v1,current_standard,batting_friendly,2,1,1,,,,batting_friendly,2,1,1,,,,2026-09-13T08:06:16Z,ai_assisted_primary_01,"Raipur was expected to favor batting early before slowing, increasing the value of spin, cutters, and slower balls.",Initially coded under explicit_source_only_v1.
1348645,https://www.mykhel.com/cricket/india-vs-sri-lanka-3rd-odi-thiruvananthapuram-greenfield-stadium-pitch-report-weather-forecast-stats-206331.html,"India Vs Sri Lanka 3rd ODI: Thiruvananthapuram Greenfield Stadium Pitch Report, Weather Forecast and Stats",,explicit_source_only_v1,current_standard,balanced,0,1,1,,,,balanced,0,1,1,,,,2026-09-13T08:06:16Z,ai_assisted_primary_01,"Prior international evidence suggested difficult scoring, with spin influential in the ODI and seamers aided in the latest T20.",Initially coded under explicit_source_only_v1.
1339613,https://www.dawn.com/news/1731313,Spin to play crucial role in Pakistan’s ODI series decider against New Zealand,,explicit_source_only_v1,current_standard,spin,1,,2,,,,spin,1,,2,,,,2026-09-13T08:06:16Z,ai_assisted_primary_01,"The decider was expected to retain unusual turn and bounce, with little dew and greater second-innings grip for spin.",Initially coded under explicit_source_only_v1.
1348644,https://www.mykhel.com/cricket/india-vs-sri-lanka-2nd-odi-eden-gardens-pitch-report-stats-record-and-kolkata-weather-forecast-206197.html,"India Vs Sri Lanka 2nd ODI: Eden Gardens Pitch Report, Stats, Record and Kolkata Weather Forecast",,explicit_source_only_v1,current_standard,batting_friendly,2,,1,,,1,batting_friendly,2,,1,,,1,2026-09-13T08:06:16Z,ai_assisted_primary_01,"Small boundaries and a batting-friendly surface were expected, with later spin, some seam assistance, and evening dew.",Initially coded under explicit_source_only_v1.
1339612,https://thesportsrush.com/cricket-news-pak-vs-nz-2nd-odi-pitch-report-national-stadium-karachi-pitch-report-tomorrow-match/,PAK vs NZ 2nd ODI pitch report: National Stadium Karachi pitch report tomorrow match,,explicit_source_only_v1,current_standard,batting_friendly,2,1,1,,,,batting_friendly,2,1,1,,,,2026-09-13T08:06:16Z,ai_assisted_primary_01,"Karachi was expected to stay flat and high-scoring, with brief new-ball movement before the surface slowed and aided spin.",Initially coded under explicit_source_only_v1.
1348643,https://www.business-standard.com/article/sports/ind-vs-sl-1st-odi-pitch-report-weather-forecast-live-streaming-details-123010900838_1.html,"IND vs SL 1st ODI: Pitch report, weather forecast, live streaming details",,explicit_source_only_v1,current_standard,batting_friendly,2,,1,,,,batting_friendly,2,,1,,,,2026-09-13T08:06:16Z,ai_assisted_primary_01,Small dimensions favored boundary hitting with little early bowling help; spinners could gain purchase later.,Initially coded under explicit_source_only_v1.
1339611,https://thesportsrush.com/cricket-news-pak-vs-nz-1st-odi-pitch-report-national-stadium-karachi-pitch-report-for-pakistan-vs-new-zealand-tomorrow-match/,PAK vs NZ 1st ODI pitch report: National Stadium Karachi pitch report for Pakistan vs New Zealand tomorrow match,,explicit_source_only_v1,current_standard,batting_friendly,2,1,1,,,,batting_friendly,2,1,1,,,,2026-09-13T08:06:16Z,ai_assisted_primary_01,"A high-scoring Karachi pitch was expected, with limited new-ball pace assistance and increasing spin influence later.",Initially coded under explicit_source_only_v1.
1340847,https://www.sportsunfold.com/zahur-ahmed-chowdhury-stadium-chattogram-pitch-report-batting-and-bowling-bangladesh-vs-india-3rd-odi-preview-12-10-22-india-tour-of-bangladesh-2022-live-cricket-score/,"Zahur Ahmed Chowdhury Stadium, Chattogram, Pitch Report: Batting And Bowling Bangladesh vs India, 3rd ODI Preview",,explicit_source_only_v1,current_standard,spin,0,1,2,,,1,spin,0,1,2,,,1,2026-09-13T08:06:16Z,ai_assisted_primary_01,"Chattogram was expected to favor spin and difficult scoring overall, with the powerplay best for batting, early pace movement, and late dew.",Initially coded under explicit_source_only_v1.
1340846,https://www.mykhel.com/cricket/india-vs-bangladesh-1st-2nd-odi-mirpur-shere-bangla-stadium-pitch-weather-boundary-length-stats-203546.html,"India vs Bangladesh, 1st & 2nd ODI: Mirpur Shere Bangla Stadium Pitch Report, Weather, Boundary Length, Stats",,explicit_source_only_v1,current_standard,balanced,1,,1,,,,balanced,1,,1,,,,2026-09-13T08:06:16Z,ai_assisted_primary_01,"Batting could be productive, but expected wear brought spinners increasingly into the game as the match progressed.",Initially coded under explicit_source_only_v1.
1340845,https://www.crictracker.com/cricket-news/ban-v-ind-odi-series-2022-bangladesh-vs-india-weather-forecast-and-pitch-report-sher-e-bangla-national-cricket-stadium-dhaka/,BAN v IND ODI Series 2022: Bangladesh vs India Weather Forecast and Pitch Report of Sher-E-Bangla National Cricket Stadium (Dhaka),,explicit_source_only_v1,current_standard,slow_two_paced,,,,,,,slow_two_paced,,,,,,,2026-09-13T08:06:16Z,ai_assisted_primary_01,"The surface was expected to slow in the second half, favoring batting first, with little dew influence.",Initially coded under explicit_source_only_v1.
1322278,https://www.mykhel.com/cricket/india-vs-new-zealand-1st-odi-auckland-eden-park-pitch-report-weather-boundary-length-stats-202627.html,"India vs New Zealand, 1st ODI: Auckland Eden Park Pitch Report, Weather, Boundary Length, Stats",,explicit_source_only_v1,current_standard,batting_friendly,2,0,1,,,,batting_friendly,2,0,1,,,,2026-09-13T08:06:16Z,ai_assisted_primary_01,"A batter-friendly drop-in surface was expected, with limited pace impact before slowing and offering spinners more later.",Initially coded under explicit_source_only_v1.
1317490,https://thesportsrush.com/cricket-news-sydney-cricket-ground-pitch-report-tomorrow-match-scg-pitch-report-for-australia-vs-england-2nd-odi/,Sydney Cricket Ground pitch report tomorrow match: SCG pitch report for Australia vs England 2nd ODI,,explicit_source_only_v1,current_standard,batting_friendly,2,,2,standard,,,batting_friendly,2,,2,standard,,,2026-09-13T08:06:16Z,ai_assisted_primary_01,"The SCG was expected to favor batting with reliable bounce, while its dry surface aided spin and became harder to bat on later.",Initially coded under explicit_source_only_v1.
